logP,apKa1,apKa2,bpKa1,bpKa2,SMILES
6.73,11.9,NA,2.01,0.79,C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N/N=C\3/C4=CC=CC=C4C=CC3=O
7.75,12.15,NA,2.07,0.91,CC1=CC=CC=C1/N=N/C2=CC=C(C(C)=C2)N/N=C\3/C4=CC=CC=C4C=CC3=O
0.79,6.16,NA,1.97,0.25,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
2.18,NA,NA,12.84,-0.81,CCCN=C(NCCC)NCCC
1.38,NA,NA,12.7,8.6,CCCN=C(NCCC)NCCCN(C)C
0.58,NA,NA,12.63,8.92,CCCN=C(NCCCN(C)C)NCCCN(C)C
2.92,NA,NA,-7.32,-8.15,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O
5.04,NA,NA,9.68,-4.38,CC(C)C(CCCN(C)CCC1=CC=C(C(=C1)OC)OC)(C#N)C2=CC=C(C(=C2)OC)OC
-1.59,2.79,NA,9.52,NA,CC(C)C[C@@H](C(=O)O)N
-1.18,2.47,NA,9.45,NA,C1=CC=C(C=C1)C[C@@H](C(=O)O)N
-3.62,1.85,12.94,9.44,6.61,C(C1=CN=CN1)[C@@H](C(=O)O)N
-3.16,2.41,NA,12.41,9.12,C(C[C@@H](C(=O)O)N)CNC(=N)N
-1.51,2.79,NA,9.59,NA,CC[C@H](C)[C@@H](C(=O)O)N
-2.19,2.53,NA,9.5,NA,CSCC[C@@H](C(=O)O)N
-1.95,2.72,NA,9.6,NA,CC(C)[C@@H](C(=O)O)N
-2.57,1.94,NA,11.33,NA,C1C[C@@H](C(=O)O)NC1
-1.09,2.54,16.16,9.4,NA,C1=CC=C2C(=C1)C(C[C@@H](C(=O)O)N)=CN2
-3.21,2.74,NA,10.29,9.44,C(CCN)C[C@@H](C(=O)O)N
-3.24,1.88,4.27,9.54,NA,C(CC(=O)O)[C@@H](C(=O)O)N
-3.47,2.21,14.95,9,-2.94,C[C@H]([C@@H](C(=O)O)N)O
-3.5,1.7,5.11,9.61,NA,C([C@@H](C(=O)O)N)C(=O)O
-3.17,4.08,NA,10.31,NA,C(CN)C(=O)O
-3.89,2.03,15.17,8.93,-2.85,C([C@@H](C(=O)O)N)O
-6.12,-1.26,2.06,12.95,9.5,C([C@@H](C(=O)O)N)C(=N)O
-3.41,2.31,NA,9.24,NA,C(C(=O)O)N
-2.79,2.35,10.17,9.05,NA,C([C@@H](C(=O)O)N)S
-3.08,0.78,3.18,12.85,9.33,C1=CC=C(C=C1)CC(C(=N)O)N=C(C(CC2=CC=CC=C2)N=C(CN=C(CN=C(CN)O)O)O)O
-2.57,4.22,6.05,10.21,2.75,CC(=NCC(=NC(CCCCN)C(=O)OC)O)O
-4.63,3.15,4.02,8.13,1.85,C1C[C@@H](C(=NCC(=NCC(=O)O)O)O)N(C1)C(=O)CN
-4.1,2.84,3.33,9.33,1.03,CC(C(=O)O)N=C(C(CC(=O)O)N=C(CN=C(CN)O)O)O
-5.15,2.1,3.33,9.33,6.28,C(CN=C(CN)O)C(=NCCC(=O)O)O
-6.83,-2.75,3.48,12.94,9.33,C(C(=NCC(=NCC(=N)O)O)O)N
9.58,NA,NA,1.74,-0.15,C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N=P(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5
8.09,NA,NA,5.52,-0.2,C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N=P(C3=CC=CC=C3)(C4=CC=CC=C4)N5CCCC5
6.61,NA,NA,3.17,0,C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N=P(C3=CC=CC=C3)(N4CCCC4)N5CCCC5
5.95,NA,NA,3.18,-0,CN(C)P(=NC1=CC=C(C=C1)/N=N/C2=CC=CC=C2)(C3=CC=CC=C3)N(C)C
9.54,NA,NA,1.73,-1.15,C1=CC=C(C=C1)P(=NC2=CC=C(C=C2)/N=N/C3=CC=C(C=C3)N(=O)=O)(C4=CC=CC=C4)C5=CC=CC=C5
3.26,NA,NA,8.54,NA,C1=CC=C(C=C1)CNCC2=CC=CC=C2
0.84,3.39,NA,10.9,-0.22,CCN(CC)CC(=NC1=C(C)C=CC=C1C)O
0.77,NA,NA,3.61,-2.52,CCN(CC)C(=O)C1=CC=CN=C1
0.23,12.61,NA,4.34,-3.84,C=C[C@H]1C[N+]2(CC[C@H]1C[C@H]2C(C3=CC=NC4=CC=CC=C34)O)CC5=CC=CC=C5
2.3,NA,NA,9.58,NA,CC(C)NCC1=CC=CC=C1
2.31,10.78,NA,-5.14,NA,C1=CC=C(C=C1)N2CC(=O)N(C3=CC=CC=C3)C2=O
8.16,12.96,16.47,9.43,8.83,CCC1CN2CCC1CC2C(C3=CC=NC4=CC=C(C=C34)OC)OC5C=CC(C6=C5C(=O)C7=CC=CC=C7C6=O)OC(C8=CC=NC9=CC=C(C=C89)OC)C%10CC%11CCN%10CC%11CC
-4.2,3.91,15.48,13.65,-1.38,CC1=C(CCO)SC=[N+]1CC2=CN=C(C)NC2=N
0.18,7.97,14.66,4.11,-3.05,CC1=C(C(C=O)=C(C=N1)CO)O
-1.61,7.81,14.85,9.61,3.77,CC1=C(C(CN)=C(C=N1)CO)O
-0.95,9.4,14.53,5.58,-2.98,CC1=C(C(CO)=C(C=N1)CO)O
-4.22,NA,NA,-7.01,NA,CC(=O)OCC[N+](C)(C)C
0.03,10.01,12.93,9.27,-6.25,C1=CC(=C(C=C1CCN)O)O
0.1,7.32,NA,5.64,2.55,C1=CC(=CN=C1)C(=N)O
1.88,9.55,13.01,-6.24,-6.29,CC1=CC=C(C(=C1)O)O
0.29,16.04,NA,12.18,-1.81,C1=CNC=CC1=N
-0.19,3.87,NA,4.69,NA,C1=CC=NC(=C1)CCC(=O)O
1.57,2.32,NA,NA,NA,C1=CC=C(C(=C1)C(=O)O)N(=O)=O
1.66,NA,NA,4.99,NA,CC1=CC=C(C=C1)N
1.98,2.79,13.23,-6.29,NA,C1=CC=C(C(=C1)C(=O)O)O
-0.12,5.87,NA,2.78,NA,C1=C(NC=N1)N(=O)=O
1.45,4.89,19.44,1.95,NA,C1=CC=C(C(=C1)C(=O)O)N
1.75,NA,NA,3.49,NA,C1=CC(=CC=C1Cl)N
-0.29,3.94,NA,5.09,NA,C(CC(=O)O)C1=CC=NC=C1
0.48,6.21,NA,-1.29,NA,C1=CNC(=N1)N(=O)=O
1.29,3.32,4.56,NA,NA,C1=CC(=CC=C1C(=O)O)C(=O)O
1.33,4.38,9.67,-6.06,NA,C1=CC(=CC=C1C(=O)O)O
1.75,NA,NA,2.79,NA,C1=CC=C(C(=C1)Cl)N
2.03,NA,NA,10.21,NA,CCCCCCCN
1.59,NA,NA,10.21,NA,CCCCCCN
1.14,NA,NA,10.21,NA,CCCCCN
6.38,NA,NA,NA,NA,C1=CC=C(C=C1)P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4
0.7,NA,NA,10.21,NA,CCCCN
-0.53,9.84,19.61,2.51,-1.95,C1=NC2=C(N)N=CNC2=N1
-0.22,NA,NA,2.52,-7.8,C1=CC=NN=C1
1.26,12.25,NA,5.79,NA,C1=CC=C2C(=C1)N=CN2
3.79,6.37,NA,1.37,NA,C1=CC=C(C=C1)C(=NC2=CC=CC=C2)O
1.43,NA,NA,2.19,-4.23,C1=CC=C2C(=C1)C=NC=N2
3.12,NA,NA,3.55,NA,C1=CC=C2C(=C1)C=CC3=CC=CN=C23
4.2,16.61,NA,-1.31,NA,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2
1.59,12.47,NA,0.61,NA,C1=CC(=CC=2C1=CNN2)N(=O)=O
3.14,17.82,NA,5.38,-5.54,C1=CC=C(C=C1)NN=C2C=CC(=O)C=C2
0.72,12.01,13.99,-0.1,-5.44,C1=CN=C(N=C1O)O
4.71,NA,NA,2.69,0.14,C=1C=CC=2C(C1)=CC=C(C3=CC=C4C=CC=CC4=N3)N2
-0.01,9.14,12.45,1,-1.5,C1=NC2=C(N1)N=CN=C2O
3.66,NA,NA,4.74,-0.01,C=1C=CC=2C(C1)=CC3=C(C=CC4=CC=CN=C34)N2
1.2,10.1,NA,5.21,NA,C1=CC2=C(C=C1N(=O)=O)NC=N2
-0.46,NA,NA,0.88,-1.52,C1=CN=CC=N1
-1.56,0.02,12.99,15.01,-4.84,C1=CN=C(NC1=N)O
0.21,9.1,NA,-4.3,NA,C1=NC(=NN1)N(=O)=O
1.23,12.46,14.46,-0.3,-5.42,CC1=CN=C(N=C1O)O
1.3,NA,NA,1.86,-1.95,C1=CC=C2C(=C1)N=CC=N2
0.77,NA,NA,2.89,-7.37,C1=CC=C2C=NN=CC2=C1
0.75,8.34,NA,8.57,NA,CCCCC1=C(C)NC(=NCC)N=C1OS(=O)(=O)N(C)C
4.13,NA,NA,-3.75,-7.38,CC1=CC=CC(C)=C1N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2
4.22,NA,NA,1.94,-4.03,CO/C=C(\C1=CC=CC=C1OC2=CC(=NC=N2)OC3=CC=CC=C3C#N)/C(=O)OC
1.11,NA,NA,4.16,-0.27,C/C(=N\C#N)/N(C)CC1=CC=C(Cl)N=C1
4.32,13.18,NA,1.97,-3.59,CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O
3.87,NA,NA,-0.38,NA,CC(C)N1/C(=N/C(C)(C)C)/SCN(C2=CC=CC=C2)C1=O
1.9,3.5,5.27,0.68,-8.89,CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)N=C(CC3=CC=CC=C3)O
3.83,NA,NA,6.92,-2.64,CN1CCN2C3=CC=CC=C3CC4=CC=CC=C4C2C1
-1.4,2.8,3.66,8.42,-0.84,CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)N=C([C@@H](C3=CC=CC=C3)N)O
3.84,2.93,16.53,0.23,-7.69,C[C@]1(C2=CC=CC=C2)C(=O)N(C(=N1)O)NC3=CC=CC=C3
0.06,5.49,NA,7.31,-0.4,CN1C[C@@H]2C[C@H]1CN2C3=CC4=C(C=C3F)C(=O)C(=CN4C5CC5)C(=O)O
3.39,NA,NA,-1.81,-7.68,CC12CC1(C)C(=O)N(C3=CC(=CC(=C3)Cl)Cl)C2=O
0.93,17.24,NA,9.27,-3.06,C1=CC=C2C(=C1)C34CCN5CC6=CCOC7CC(=O)N2C3C7C6CC45
3.68,-1.18,NA,3.73,-4.74,CC1=NOC(=O)C1=NNC2=CC=CC=C2Cl
1.28,NA,NA,4.06,NA,CN1CN(C)C(=S)SC1
-6.93,12.08,12.66,7.41,-3.47,C1=C(CO)[C@H]([C@@H]([C@H]([C@H]1N[C@H]2C[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)O)O)O
-3.1,-0.58,2.95,9.56,NA,C(C(=O)O)NCP(=O)(O)O
-0.87,0.05,NA,2.06,1.08,CC(C)(/C=N/OC(=NC)O)S(=O)C
0.08,4.22,NA,3.49,-0.99,CC1=NN=C(N(C1)/N=C/C2=CC=CN=C2)O
3.76,NA,NA,6.48,-4.32,C=CCOC(CN1C=CN=C1)C2=CC=C(C=C2Cl)Cl
3.95,17.89,NA,NA,NA,C1=CCC2C(C1)C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl
1.36,1.12,12.64,2.76,-9.78,COC(=NC1=NC2=CC=CC=C2N1)O
1.11,NA,NA,-1.77,-6.17,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl
4.15,NA,NA,-3.62,-8.16,C1=CC=C(C(=C1)C2=NN=C(C3=CC=CC=C3Cl)N=N2)Cl
0.03,6.42,12.79,26.18,10.33,C1CC1N=C2NC(=N)NC(=N)N2
3.22,NA,NA,-2.75,NA,CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(Cl)(Cl)F
2.48,NA,NA,NA,NA,CCOP(=S)(N1C(=O)C2=CC=CC=C2C1=O)OCC
3.74,NA,NA,2,-4.4,C1=CC=C(C(=C1)C2C(CN3C=NC=N3)(C4=CC=C(C=C4)F)O2)Cl
5.17,NA,NA,8.49,-8.37,CC(CC1=CC=C(C=C1)C(C)(C)C)CN2C[C@H](C)O[C@H](C)C2
3.67,NA,NA,-0.8,-2.73,C1=CC(=C(C=C1Cl)Cl)N2C(=O)C3=CC(=CC=C3N=C2N4C=NC=N4)F
4.68,NA,NA,2.32,-6.85,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F
5.41,2.69,NA,-1.75,NA,C[C@H]1C(C2=CC=C(C=C2)Cl)SC(=O)N1C(=NC3CCCCC3)O
5.51,4.27,8.12,1.08,-7.06,CC1(CCCCC1)C(=NC2=CC=C(C(=C2Cl)Cl)O)O
3,NA,NA,5.15,-6.3,CCOC1=CC=C2C(=C1)C(=CC(C)(C)N2)C
1.1,9.39,NA,5.28,-0.44,C1=CC(Cl)=NC=C1CN2CCN=C2NN(=O)=O
5.39,NA,NA,-1.43,-4.67,COC(=O)[C@]12CC3=CC(=CC=C3C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)Cl
-0.32,15.57,NA,NA,NA,COP(=O)(N)SC
0.48,0.53,15.92,3,-8.26,CC1=CC(=CC(C)=C1S(=O)C)OC(=NC)O
0.59,0.29,16.26,2.73,-9.96,CC1=CC(=CC(C)=C1S(=O)(=O)C)OC(=NC)O
1.96,NA,NA,2.11,-4.01,CC(C)(C)C=1C(=O)N(C(=NN1)SC)N
3.66,NA,NA,2.27,-6.91,CCCCC(C#N)(CN1C=NC=N1)C2=CC=C(C=C2)Cl
3.38,14,NA,1.97,-3.23,CC(C)(C)[C@H]([C@@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O
-1.18,1.76,NA,9.31,4.24,CCCOC(=NCCCN(C)C)O
4.33,NA,NA,1.95,-4.19,CCCC1COC(CN2C=NC=N2)(C3=CC=C(C=C3Cl)Cl)O1
3.14,NA,NA,-0.58,-5.56,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
2.43,13.67,NA,3.44,-1.52,CC1=CC(C)=NC(=N1)NC2=CC=CC=C2
6.61,NA,NA,1.27,-8.48,CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C2=CC=CC=C2
2.96,NA,NA,7.07,5.68,CC(C)CN1CCN2CCN(CC(C)C)P1N(CC2)CC(C)C
1.14,3.35,NA,1.02,-2.66,CN=C(O)O/N=C(/C(=O)N(C)C)\SC
3.68,NA,NA,5.09,-1.49,CCN(CC)C1=NC(C)=CC(=N1)OP(=S)(OCC)OCC
1.34,0.78,NA,3.24,-5.44,CC(C)OC1=CC=CC=C1OC(=NC)O
-0.54,NA,NA,-7.8,-8.42,CCS(=O)CCSP(=O)(OC)OC
2.34,NA,NA,-4.24,-5.29,CCOC1C(C)(C)C2=CC(=CC=C2O1)OS(=O)(=O)C
3.22,NA,NA,-7.39,NA,CCCSP(=O)(OCC)SCCC
3.32,NA,NA,NA,NA,CCOP(=S)(OCC)OC1=CC=C(C=C1)N(=O)=O
4.98,NA,NA,3.93,-6.13,C1=CC(=CC=C1F)OC2=CC=NC3=CC(=CC(=C23)Cl)Cl
1.67,8.5,NA,-6.06,-6.87,COC(=O)C1=CC=C(C=C1)O
2.03,8.5,NA,-6.06,-6.88,CCOC(=O)C1=CC=C(C=C1)O
1.53,NA,NA,-4.87,-7.34,COC1=CC=CC=C1C=O
1.63,NA,NA,-7.33,NA,C1=CC=C(C(=C1)C=O)N(=O)=O
1.63,NA,NA,-7.13,NA,C1=CC(=CC=C1C=O)N(=O)=O
2.55,8.5,NA,-6.06,-6.88,CCCOC(=O)C1=CC=C(C=C1)O
4.33,8.5,NA,-6.06,-6.88,CCCCCCCOC(=O)C1=CC=C(C=C1)O
1.63,NA,NA,-7.13,NA,C1=CC(=CC(=C1)N(=O)=O)C=O
4.79,2.52,3.27,-1.33,-3.96,COCC(=NC1=CC(=CC=C1N=C(N=C(O)OC)N=C(O)OC)SC2=CC=CC=C2)O
2.48,4.48,18.3,-0.16,-0.73,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@@H]([C@]12C)O)[C@@]4(C)CC[C@H](C[C@H]4C[C@H]3O)O
-5.66,-3.77,0.85,13.72,7.28,C[C@]1(C2=CC=CC(=C2C(=C3[C@@H]1C[C@H]4[C@@H](C(=O)C(=C([C@]4(C3=O)O)O)C(=N)O)N(C)C)O)O)O
0.53,-1.55,NA,15,NA,C1=CC(=C(CC(=NC(=N)N)O)C(=C1)Cl)Cl
3.69,9.3,12.68,8.24,-6.27,CCCN1CCC2=CC=CC3=C2C1CC4=CC=C(C(=C34)O)O
5.96,NA,NA,8.19,2.2,C1=CC=C(C=C1)CCCN2CCN(CC2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
4.8,NA,NA,2.37,-0.42,C/C(=N\OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC=CC(=C2)C(F)(F)F
-3.31,NA,NA,NA,NA,C[N+](C)(C)CCCl
2.73,NA,NA,NA,NA,CN(C)C(=S)SSC(=S)N(C)C
3.73,NA,NA,-0.43,NA,CC1=CC=C(C=C1)N(SC(Cl)(Cl)F)S(=O)(=O)N(C)C
3.8,NA,NA,NA,NA,CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl
0.89,NA,NA,11.53,-9.63,C1=CC=C(C=C1)C(=N)N
-2,4.73,NA,10.21,NA,C(CCC(=O)O)CCN
-0,10.05,14.21,9.25,-3.2,CNCC(C1=CC=C(C(=C1)OC)O)O
3.74,NA,NA,-5.28,NA,C=CC1(C)C(=O)N(C2=CC(=CC(=C2)Cl)Cl)C(=O)O1
-0.25,NA,NA,7.83,-6.76,C1CSC(=O)[C@H]1N
-0.25,NA,NA,7.83,-6.76,C1CSC(=O)[C@@H]1N
1.91,-0.63,13.75,15.03,6.08,CCC(C)N=C1NC(Cl)=NC(=NCC)N1
1.79,NA,NA,3.35,-2.17,CC1=CC(=NC(Cl)=N1)N(C)C
2.3,-6.37,NA,15,-7.71,CN(C(=NC1=CC=C(C(=C1)Cl)Cl)O)OC
0.88,7.35,15.65,14.83,-0.58,CCN=C1N=C(Cl)NC(=NCC)N1
2.04,8.91,17.27,7.08,1.27,CC(C)(C)NC1=NC(=NC2CC2)N=C(N1)SC
1.29,7.35,14.82,15.64,-0.63,CCN=C1N=C(Cl)NC(=NC(C)C)N1
1.23,NA,NA,0.27,-0.18,COC1=CC=C(C=C1)N=P(N=P(N2CCCC2)(N3CCCC3)N4CCCC4)(N=P(N5CCCC5)(N6CCCC6)N7CCCC7)N=P(N8CCCC8)(N9CCCC9)N%10CCCC%10
2.16,NA,NA,0.21,-0.24,C1CCN(C1)P(=NP(=NC2=CC=C(C=C2)Br)(N=P(N3CCCC3)(N4CCCC4)N5CCCC5)N=P(N6CCCC6)(N7CCCC7)N8CCCC8)(N9CCCC9)N%10CCCC%10
0.1,NA,NA,5.93,0.31,CC(C)(C)N=P(N=P(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(N4CCCC4)N5CCCC5)(N=P(N6CCCC6)(N7CCCC7)N8CCCC8)N=P(N9CCCC9)(N%10CCCC%10)N%11CCCC%11
3.44,NA,NA,-1.45,-5.5,C1=CC=C(C=C1)/C=N\N=C/C2=CC=CC=C2
3.58,NA,NA,3.42,-5.23,C=C(N/N=C\C1=CC=CC=C1)OC(C)(C)C
3.84,13.41,NA,-1.69,-3.74,C1=CC=C(C=C1)OC2=CC=C(C(=C2Cl)N)N(=O)=O
5.65,3.52,NA,0.35,-0.63,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)N=C(C3=CC=CN=C3Cl)O
6.61,10.64,NA,-3.69,-7.19,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC=CC(=C2)OC3=CC=CC=C3
0.34,-1.2,3.99,6.05,-0.16,C[C@H](CCC(=NCCS(=O)(=O)O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@@H]([C@]12C)O)[C@@]4(C)CC[C@H](C[C@H]4C[C@H]3O)O
1.04,3.04,5.95,2.43,-1.83,CC1=NC(=NC(=NS(=O)(=O)C2=CC=CC=C2OCCCl)O)NC(=N1)OC
3.45,NA,NA,-2.44,NA,CCOP(=S)(OCC)OC=1N=CN(C2=CC=CC=C2)N1
1.57,3.46,NA,NA,NA,C1=CC(=CC=C1C(=O)O)N(=O)=O
2.39,NA,NA,5.35,NA,CP(C)C1=CC=CC=C1
1.06,NA,NA,8.38,NA,CP(C)C
2.83,NA,NA,-3.95,-4.32,COC1=CC(=C(C(=C1)OC)P(C2=C(C=C(C=C2OC)OC)OC)C3=C(C=C(C=C3OC)OC)OC)OC
5.11,NA,NA,-8.08,NA,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
3.95,NA,NA,NA,NA,C1=CC=C2C=C3C=CC=CC3=CC2=C1
4.28,NA,NA,NA,NA,C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34
0.82,4.83,NA,-1.37,NA,C1=CC=C2C(=C1)C(=NS2(=O)=O)O
3.84,4.85,NA,NA,NA,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
2.04,8.2,15.25,4.42,NA,C1=CC=C2C(=C1)N=C(N2)S
2.71,NA,NA,5.36,NA,CC[N+](=C1C=CC(=C(C2=CC=CC=C2)C3=CC=C(C=C3)N(CC)CC)C=C1)CC.[O-]S(=O)(=O)O
1.4,NA,NA,4.83,4.21,C[N+](=C1C=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)C=C1)C.[Cl-]
1.29,NA,NA,4.52,NA,C[N+](=C1C=CC(=C(C2=CC=CC=C2)C3=CC=C(C=C3)N(C)C)C=C1)C.[Cl-]
-0.17,2.79,NA,4.19,NA,C1=CC(=CN=C1)C(=O)O
4.26,4,16.4,-2.08,NA,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
2.44,12.43,12.9,9.57,8.91,CC[C@@H]1[C@](C)([C@@H]([C@@H](C)N(C)C[C@H](C)C[C@](C)([C@@H](C(C)[C@@H]([C@@H](C)C(=O)O1)O[C@H]2C[C@](C)([C@H]([C@H](C)O2)O)OC)O[C@H]3[C@@H]([C@H](C[C@@H](C)O3)N(C)C)O)O)O)O
3.24,12.46,12.94,9,-3.43,CC[C@@H]1[C@](C)([C@@H]([C@@H](C)C(=O)[C@H](C)C[C@](C)([C@@H]([C@@H](C)[C@@H]([C@@H](C)C(=O)O1)O[C@H]2C[C@](C)([C@H]([C@H](C)O2)O)OC)O[C@H]3[C@@H]([C@H](C[C@@H](C)O3)N(C)C)O)OC)O)O
2.6,12.45,12.92,9,-3.23,CC[C@@H]1[C@](C)([C@@H]([C@@H](C)C(=O)[C@H](C)C[C@](C)([C@@H]([C@@H](C)[C@@H]([C@@H](C)C(=O)O1)O[C@H]2C[C@](C)([C@H]([C@H](C)O2)O)OC)O[C@@H]3[C@H]([C@@H](C[C@H](C)O3)N(C)C)O)O)O)O
1.16,NA,NA,8.58,2.7,CN1CCCC1C2=CC=CN=C2
0.09,5.35,NA,6.72,-5.19,CC1COC2=C3C(=CC(=C2N4CCN(C)CC4)F)C(=O)C(=CN13)C(=O)O
-0.86,5.56,NA,8.77,-0.22,C1CC1N2C=C(C(=O)C3=CC(=C(C=C23)N4CCNCC4)F)C(=O)O
1.26,6.91,NA,1.99,0.87,COC1=CC(=NC(=N1)OC)NS(=O)(=O)C2=CC=C(C=C2)N
3.35,5.37,NA,3.91,-7.11,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=N)O
-0.92,19.17,NA,12.33,10.27,CN(C)C(=N)NC(=N)N.Cl
0.48,9.31,18.22,10,-5.51,C1=CC2=C(C=C1O)C(CCN)=CN2
8.03,4.95,NA,NA,NA,CCCCCCCCCCCCCCCCCCCC(=O)O
7.52,18.3,NA,-1.36,NA,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O
7.29,NA,NA,-7.02,NA,CCCCCCCCCCCCCCCCCC(=O)OC
0.49,3.92,4.7,NA,NA,C(CCC(=O)O)CC(=O)O
9.81,4.95,NA,NA,NA,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O
6.26,4.95,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)O
4.48,4.95,NA,NA,NA,CCCCCCCCCCCC(=O)O
7.15,4.95,NA,NA,NA,CCCCCCCCCCCCCCCCCC(=O)O
3.59,4.95,NA,NA,NA,CCCCCCCCCC(=O)O
5.08,13.62,15.56,-2.97,-3.38,CCCCCCCCCCCCCCCC(=O)OCC(CO)O.CCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCC(=O)[O-]
5.25,13.62,15.56,-2.97,-3.38,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)O.CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-]
5.61,13.62,15.56,-2.97,-3.38,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O.CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
-0.79,3.13,12.5,7.98,0.82,CCC[C@@H]1C[C@@H](C(=NC(C(C)Cl)[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)O)N(C)C1
2.9,3.37,NA,-4.92,NA,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
0.23,NA,NA,2.9,NA,CC1=NC=C(N1C)N(=O)=O
3.97,3.04,NA,-3.66,-4.93,CC(C(=O)O)OC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl
1.4,2.55,5.83,1.4,0.82,CC(C(=NC1=C(C(=C(C(=C1I)C(=NC(CO)CO)O)I)C(=NC(CO)CO)O)I)O)O
0.59,2.73,6.12,2.05,-1.83,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)N=C(COC)O)I)C(=NCC(CO)O)O)I
6.39,NA,NA,7.71,1.71,CC1=CC=CC(=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
-0.46,15.42,NA,2.81,-2.61,CC1=NC=C(N1CCO)N(=O)=O
0.97,5.75,NA,0.68,-4.29,CC1=C(C(=O)N(C2=CC=CC=C2)N1C)N=C(C)O
2.61,4.93,13.76,3.23,-7.24,C1=CC=C2C(=C1)CC(=O)C3=CC=CC=C3N2C(=N)O
0.23,19.64,NA,-1.16,-7.26,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C)C1=O
1.22,NA,NA,0.49,-9.16,CC1=CC(=O)N(C2=CC=CC=C2)N1C
2.58,14.09,NA,9.67,-3.2,CC(C)NCC(COC1=CC=CC2=CC=CC=C12)O.Cl
2.35,NA,NA,0.87,-7.75,CC(C)C1=C(C)N(C)N(C2=CC=CC=C2)C1=O
0.98,NA,NA,7.8,3.04,CN/C(=C\N(=O)=O)/NCCSCC1=CC=C(CN(C)C)O1
2.05,4.07,14.88,-2.09,-2.73,CC(C)C=1C(CC[C@H](C[C@H](CC(=O)O)O)O)=C(C2=CC=C(C=C2)F)N=C(N1)N(C)S(=O)(=O)C
1.51,3.3,NA,NA,NA,C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O
